ID,division,crime_category,crime,report_count
8781,D14,Property Offense,Break & Enter,7
8782,D14,Property Offense,Break & Enter,3
8783,D14,Property Offense,Break & Enter,2
8784,D14,Property Offense,Break & Enter,3
8785,D14,Property Offense,Break & Enter,3
8786,D14,Property Offense,Break & Enter,2
8787,D14,Property Offense,Break & Enter,3
8788,D14,Property Offense,Break & Enter,4
8789,D14,Property Offense,Break & Enter,4
8790,D14,Property Offense,Fraud,48
8791,D14,Property Offense,Fraud,48
8792,D14,Property Offense,Fraud,5
8793,D14,Property Offense,Fraud,74
8794,D14,Property Offense,Fraud,52
8795,D14,Property Offense,Fraud,40
8796,D14,Property Offense,Fraud,57
8797,D14,Property Offense,Fraud,2
8798,D14,Property Offense,Fraud,41
8799,D14,Property Offense,Fraud,75
8800,D14,Property Offense,Fraud,1
8801,D22,Personal Offense,Other,30
8802,D22,Personal Offense,Robbery,3
8803,D22,Personal Offense,Robbery,1
8804,D22,Personal Offense,Robbery,2
8805,D22,Personal Offense,Robbery,1
8806,D22,Personal Offense,Robbery,10
8807,D22,Personal Offense,Robbery,2
8808,D22,Personal Offense,Robbery,12
8809,D22,Personal Offense,Robbery,18
8810,D22,Personal Offense,Robbery,4
8811,D22,Personal Offense,Robbery,3
8812,D22,Personal Offense,Robbery,20
8813,D22,Personal Offense,Robbery,9
8814,D22,Personal Offense,Robbery,6
8815,D22,Personal Offense,Robbery,7
8816,D22,Personal Offense,Robbery,8
8817,D22,Personal Offense,Robbery,6
8818,D22,Personal Offense,Robbery,17
8819,D22,Personal Offense,Robbery,31
8820,D22,Personal Offense,Robbery,12
8821,D22,Personal Offense,Sexual Violation,2
8822,D22,Personal Offense,Sexual Violation,1
8823,D23,Property Offense,Fraud,25
8824,D23,Other,Other,72
8825,D23,Controlled Substances,Other,21
8826,D22,Personal Offense,Sexual Violation,11
8827,D22,Personal Offense,Sexual Violation,6
8828,D22,Personal Offense,Sexual Violation,24
8829,D22,Personal Offense,Sexual Violation,4
8830,D22,Personal Offense,Sexual Violation,7
8831,D22,Personal Offense,Sexual Violation,1
8832,D22,Personal Offense,Sexual Violation,8
8833,D22,Personal Offense,Sexual Violation,3
8834,D22,Personal Offense,Sexual Violation,4
8835,D22,Personal Offense,Sexual Violation,2
8836,D22,Personal Offense,Sexual Violation,10
8837,D22,Personal Offense,Sexual Violation,3
8838,D22,Personal Offense,Sexual Violation,13
8839,D22,Personal Offense,Sexual Violation,6
8840,D22,Personal Offense,Sexual Violation,6
8841,D22,Traffic Violation,Other,7
8842,D22,Traffic Violation,Other,6
8843,D22,Traffic Violation,Other,3
8844,D22,Traffic Violation,Other,21
8845,D22,Traffic Violation,Other,2
8846,D22,Traffic Violation,Other,2
8847,D22,Traffic Violation,Other,17
8848,D22,Traffic Violation,Other,11
8849,D22,Traffic Violation,Other,2
8850,D22,Traffic Violation,Other,5
8851,D22,Traffic Violation,Other,7
8852,D22,Traffic Violation,Other,19
8853,D22,Traffic Violation,Other,1
8854,D22,Traffic Violation,Other,4
8855,D23,Personal Offense,Attempt Murder,4
8856,D31,Property Offense,Break & Enter,4
8857,D31,Property Offense,Theft,24
8858,D23,Other,Other,157
8859,D23,Personal Offense,Attempt Murder,1
8860,D23,Controlled Substances,Other,46
8861,D31,Property Offense,Theft,174
8862,D22,Traffic Violation,Other,6
8863,D31,Property Offense,Break & Enter,1
8864,D23,Property Offense,Fraud,24
8865,D23,Other,Other,3
8866,D23,Personal Offense,Attempt Murder,2
8867,D23,Controlled Substances,Other,18
8868,D31,Property Offense,Theft,147
8869,D22,Traffic Violation,Other,22
8870,D31,Property Offense,Break & Enter,20
8871,D23,Property Offense,Fraud,184
8872,D23,Other,Other,19
8873,D23,Personal Offense,Other,3
8874,D23,Property Offense,Theft,4
8875,D31,Property Offense,Theft,296
8876,D31,Property Offense,Theft,158
8877,D31,Property Offense,Theft,83
8878,D31,Property Offense,Theft,9
8879,D31,Property Offense,Theft,311
8880,D31,Property Offense,Theft,40
8881,D31,Property Offense,Theft,1
8882,D31,Property Offense,Theft,372
8883,D31,Personal Offense,Assault,215
8884,D31,Personal Offense,Assault,74
8885,D31,Personal Offense,Assault,258
8886,D31,Personal Offense,Assault,91
8887,D31,Personal Offense,Assault,100
8888,D31,Personal Offense,Assault,1
8889,D31,Personal Offense,Assault,7
8890,D31,Personal Offense,Assault,196
8891,D31,Personal Offense,Assault,32
8892,D31,Personal Offense,Assault,260
8893,D31,Personal Offense,Attempt Murder,7
8894,D31,Personal Offense,Attempt Murder,7
8895,D31,Personal Offense,Attempt Murder,4
8896,D31,Personal Offense,Attempt Murder,1
8897,D31,Personal Offense,Attempt Murder,1
8898,D31,Personal Offense,Other,46
8899,D31,Personal Offense,Other,20
8900,D31,Personal Offense,Other,73
8901,D31,Personal Offense,Other,27
8902,D31,Personal Offense,Other,24
8903,D31,Personal Offense,Other,35
8904,D31,Personal Offense,Other,13
8905,D31,Personal Offense,Other,64
8906,D31,Personal Offense,Robbery,2
8907,D31,Personal Offense,Robbery,2
8908,D31,Personal Offense,Robbery,1
8909,D31,Personal Offense,Robbery,35
8910,D31,Personal Offense,Robbery,7
8911,D31,Personal Offense,Robbery,66
8912,D31,Personal Offense,Robbery,21
8913,D31,Personal Offense,Robbery,22
8914,D31,Personal Offense,Robbery,33
8915,D31,Personal Offense,Robbery,5
8916,D31,Personal Offense,Robbery,62
8917,D31,Personal Offense,Sexual Violation,30
8918,D31,Personal Offense,Sexual Violation,5
8919,D31,Personal Offense,Sexual Violation,31
8920,D31,Personal Offense,Sexual Violation,10
8921,D31,Personal Offense,Sexual Violation,14
8922,D23,Property Offense,Fraud,32
8923,D23,Other,Other,29
8924,D23,Property Offense,Theft,18
8925,D31,Property Offense,Break & Enter,4
8926,D23,Property Offense,Other,4
8927,D23,Personal Offense,Other,8
8928,D23,Property Offense,Theft,17
8929,D31,Property Offense,Break & Enter,4
8930,D23,Other,Other,124
8931,D31,Property Offense,Break & Enter,5
8932,D22,Other,Other,15
8933,D23,Other,Other,29
8934,D23,Personal Offense,Other,8
8935,D23,Property Offense,Theft,42
8936,D31,Property Offense,Break & Enter,32
8937,D22,Other,Other,9
8938,D23,Other,Other,1
8939,D23,Property Offense,Other,40
8940,D23,Personal Offense,Other,36
8941,D23,Property Offense,Theft,44
8942,D31,Property Offense,Break & Enter,6
8943,D22,Other,Other,18
8944,D23,Other,Other,9
8945,D23,Property Offense,Other,1
8946,D23,Personal Offense,Other,64
8947,D23,Property Offense,Theft,3
8948,D31,Property Offense,Break & Enter,6
8949,D22,Other,Other,119
8950,D23,Other,Other,10
8951,D23,Property Offense,Other,36
8952,D23,Personal Offense,Other,20
8953,D23,Property Offense,Theft,23
8954,D31,Property Offense,Break & Enter,22
8955,D22,Other,Other,21
8956,D23,Other,Other,9
8957,D23,Property Offense,Other,55
8958,D23,Personal Offense,Other,15
8959,D23,Property Offense,Theft,15
8960,D31,Property Offense,Break & Enter,7
8961,D22,Other,Other,25
8962,D23,Other,Other,19
8963,D23,Property Offense,Other,120
8964,D23,Personal Offense,Other,74
8965,D23,Property Offense,Theft,337
8966,D31,Property Offense,Break & Enter,8
8967,D22,Other,Other,13
8968,D23,Property Offense,Other,3
8969,D23,Other,Other,1
8970,D23,Property Offense,Other,1
8971,D23,Personal Offense,Other,21
8972,D31,Property Offense,Break & Enter,6
8973,D23,Property Offense,Theft,49
8974,D23,Personal Offense,Robbery,1
8975,D23,Property Offense,Other,36
8976,D23,Other,Other,9
8977,D22,Other,Other,29
8978,D23,Personal Offense,Robbery,3
8979,D23,Other,Other,3
8980,D31,Property Offense,Break & Enter,3
8981,D23,Property Offense,Break & Enter,2
8982,D22,Other,Other,35
8983,D23,Property Offense,Other,48
8984,D23,Personal Offense,Robbery,3
8985,D23,Other,Other,18
8986,D31,Property Offense,Break & Enter,11
8987,D23,Property Offense,Break & Enter,2
8988,D22,Other,Other,30
8989,D23,Property Offense,Other,217
8990,D23,Personal Offense,Robbery,21
8991,D23,Other,Other,10
8992,D31,Property Offense,Break & Enter,12
8993,D23,Property Offense,Break & Enter,6
8994,D22,Other,Other,20
8995,D23,Property Offense,Other,61
8996,D23,Personal Offense,Robbery,9
8997,D23,Other,Other,1
8998,D31,Property Offense,Break & Enter,10
8999,D23,Property Offense,Break & Enter,14
9000,D22,Other,Other,363
9001,D23,Property Offense,Theft,4
9002,D23,Personal Offense,Robbery,4
9003,D23,Other,Other,1
9004,D31,Property Offense,Break & Enter,10
9005,D23,Property Offense,Break & Enter,18
9006,D22,Other,Other,7
9007,D23,Property Offense,Theft,5
9008,D22,Other,Other,58
9009,D23,Personal Offense,Robbery,22
9010,D22,Other,Other,8
9011,D31,Property Offense,Break & Enter,2
9012,D23,Personal Offense,Robbery,100
9013,D22,Other,Other,35
9014,D23,Property Offense,Break & Enter,7
9015,D23,Other,Other,1
9016,D23,Property Offense,Theft,4
9017,D23,Property Offense,Break & Enter,4
9018,D23,Other,Other,1
9019,D31,Property Offense,Break & Enter,2
9020,D23,Personal Offense,Robbery,3
9021,D23,Property Offense,Theft,1
9022,D22,Other,Other,9
9023,D23,Property Offense,Break & Enter,7
9024,D23,Other,Other,4
9025,D31,Property Offense,Break & Enter,2
9026,D23,Personal Offense,Robbery,4
9027,D23,Property Offense,Theft,1
9028,D22,Other,Other,1
9029,D23,Property Offense,Break & Enter,12
9030,D23,Other,Other,1
9031,D31,Property Offense,Break & Enter,2
9032,D23,Personal Offense,Robbery,14
9033,D23,Property Offense,Theft,41
9034,D22,Other,Other,10
9035,D23,Property Offense,Break & Enter,2
9036,D23,Other,Other,1
9037,D31,Property Offense,Break & Enter,2
9038,D23,Personal Offense,Robbery,16
9039,D23,Property Offense,Theft,4
9040,D22,Other,Other,2
9041,D23,Property Offense,Break & Enter,7
9042,D23,Other,Other,2
9043,D31,Property Offense,Break & Enter,3
9044,D23,Personal Offense,Robbery,83
9045,D23,Property Offense,Theft,4
9046,D22,Other,Other,5
9047,D23,Property Offense,Break & Enter,7
9048,D31,Property Offense,Fraud,67
9049,D23,Personal Offense,Robbery,46
9050,D23,Other,Other,1
9051,D23,Property Offense,Break & Enter,4
9052,D23,Property Offense,Theft,118
9053,D22,Other,Other,7
9054,D23,Property Offense,Break & Enter,11
9055,D31,Controlled Substances,Other,56
9056,D31,Property Offense,Fraud,46
9057,D23,Personal Offense,Sexual Violation,1
9058,D22,Other,Other,2
9059,D23,Property Offense,Theft,45
9060,D23,Property Offense,Break & Enter,85
9061,D31,Controlled Substances,Other,18
9062,D31,Property Offense,Fraud,71
9063,D23,Personal Offense,Sexual Violation,3
9064,D22,Other,Other,5
9065,D23,Property Offense,Theft,2
9066,D23,Property Offense,Break & Enter,5
9067,D31,Controlled Substances,Other,145
9068,D31,Property Offense,Fraud,67
9069,D23,Personal Offense,Sexual Violation,1
9070,D22,Other,Other,1
9071,D23,Property Offense,Theft,170
9072,D23,Property Offense,Break & Enter,2
9073,D31,Controlled Substances,Other,27
9074,D31,Property Offense,Fraud,49
9075,D23,Personal Offense,Sexual Violation,1
9076,D22,Other,Other,8
9077,D23,Property Offense,Theft,275
9078,D23,Property Offense,Break & Enter,17
9079,D31,Controlled Substances,Other,16
9080,D31,Property Offense,Fraud,6
9081,D23,Personal Offense,Sexual Violation,9
9082,D22,Other,Other,1
9083,D23,Property Offense,Theft,5
9084,D23,Property Offense,Break & Enter,11
9085,D31,Controlled Substances,Other,4
9086,D31,Property Offense,Fraud,68
9087,D23,Personal Offense,Sexual Violation,18
9088,D22,Other,Other,7
9089,D23,Property Offense,Break & Enter,8
9090,D23,Property Offense,Theft,3
9091,D31,Controlled Substances,Other,39
9092,D31,Property Offense,Fraud,16
9093,D22,Other,Other,3
9094,D23,Personal Offense,Sexual Violation,8
9095,D31,Controlled Substances,Other,8
9096,D31,Property Offense,Fraud,160
9097,D23,Property Offense,Theft,66
9098,D23,Property Offense,Break & Enter,4
9099,D22,Other,Other,4
9100,D23,Personal Offense,Sexual Violation,4
9101,D31,Controlled Substances,Other,45
9102,D31,Property Offense,Other,115
9103,D23,Property Offense,Theft,75
9104,D23,Property Offense,Break & Enter,8
9105,D22,Other,Other,1
9106,D23,Personal Offense,Sexual Violation,37
9107,D31,Property Offense,Theft,51
9108,D31,Property Offense,Other,59
9109,D23,Property Offense,Theft,712
9110,D23,Property Offense,Break & Enter,23
9111,D22,Other,Other,1
9112,D23,Personal Offense,Sexual Violation,8
9113,D31,Property Offense,Theft,29
9114,D31,Property Offense,Other,203
9115,D23,Property Offense,Theft,129
9116,D23,Property Offense,Break & Enter,18
9117,D22,Other,Other,10
9118,D23,Traffic Violation,Other,10
9119,D31,Property Offense,Theft,65
9120,D31,Property Offense,Other,65
9121,D23,Personal Offense,Assault,2
9122,D23,Property Offense,Break & Enter,4
9123,D22,Other,Other,2
9124,D23,Traffic Violation,Other,2
9125,D31,Property Offense,Theft,64
9126,D31,Property Offense,Other,62
9127,D23,Personal Offense,Assault,60
9128,D23,Property Offense,Break & Enter,2
9129,D22,Other,Other,1
9130,D23,Traffic Violation,Other,6
9131,D31,Property Offense,Theft,46
9132,D31,Property Offense,Other,2
9133,D31,Property Offense,Other,116
9134,D31,Property Offense,Other,28
9135,D31,Property Offense,Other,195
9136,D31,Property Offense,Theft,8
9137,D31,Property Offense,Theft,2
9138,D31,Property Offense,Theft,11
9139,D31,Property Offense,Theft,18
9140,D31,Property Offense,Theft,1
9141,D31,Property Offense,Theft,1
9142,D31,Property Offense,Theft,8
9143,D31,Property Offense,Theft,3
9144,D22,Other,Other,2
9145,D31,Property Offense,Theft,2
9146,D23,Traffic Violation,Other,14
9147,D23,Property Offense,Break & Enter,1
9148,D22,Other,Other,2
9149,D23,Personal Offense,Assault,24
9150,D31,Property Offense,Theft,52
9151,D23,Traffic Violation,Other,1
9152,D23,Property Offense,Break & Enter,1
9153,D22,Other,Other,1
9154,D23,Personal Offense,Assault,1
9155,D31,Property Offense,Theft,14
9156,D23,Traffic Violation,Other,17
9157,D23,Property Offense,Break & Enter,16
9158,D22,Other,Other,6
9159,D23,Personal Offense,Assault,113
9160,D31,Property Offense,Theft,76
9161,D23,Traffic Violation,Other,6
9162,D23,Property Offense,Fraud,6
9163,D22,Other,Other,2
9164,D23,Personal Offense,Assault,233
9165,D31,Property Offense,Break & Enter,14
9166,D23,Traffic Violation,Other,7
9167,D23,Property Offense,Fraud,29
9168,D23,Controlled Substances,Other,11
9169,D23,Personal Offense,Assault,8
9170,D31,Property Offense,Break & Enter,2
9171,D23,Traffic Violation,Other,54
9172,D23,Property Offense,Fraud,21
9173,D23,Controlled Substances,Other,9
9174,D23,Personal Offense,Assault,1
9175,D31,Property Offense,Break & Enter,17
9176,D23,Traffic Violation,Other,7
9177,D23,Property Offense,Fraud,1
9178,D23,Controlled Substances,Other,22
9179,D23,Controlled Substances,Other,46
9180,D23,Controlled Substances,Other,1
9181,D23,Controlled Substances,Other,1
9182,D23,Controlled Substances,Other,10
9183,D23,Other,Other,4
9184,D23,Property Offense,Fraud,52
9185,D31,Property Offense,Break & Enter,4
9186,D23,Personal Offense,Assault,6
9187,D23,Other,Other,19
9188,D23,Property Offense,Fraud,109
9189,D31,Property Offense,Break & Enter,5
9190,D23,Personal Offense,Assault,62
9191,D23,Other,Other,13
9192,D23,Property Offense,Fraud,1
9193,D31,Property Offense,Break & Enter,1
9194,D23,Personal Offense,Assault,44
9195,D23,Other,Other,7
9196,D23,Property Offense,Fraud,1
9197,D23,Personal Offense,Assault,264
9198,D23,Personal Offense,Assault,85
9199,D23,Personal Offense,Attempt Murder,1
9200,D23,Personal Offense,Attempt Murder,2
9201,D31,Personal Offense,Sexual Violation,1
9202,D31,Personal Offense,Sexual Violation,21
9203,D31,Personal Offense,Sexual Violation,4
9204,D31,Personal Offense,Sexual Violation,39
9205,D31,Traffic Violation,Other,11
9206,D31,Traffic Violation,Other,13
9207,D31,Traffic Violation,Other,36
9208,D31,Traffic Violation,Other,8
9209,D31,Traffic Violation,Other,15
9210,D31,Traffic Violation,Other,2
9211,D31,Traffic Violation,Other,17
9212,D31,Traffic Violation,Other,7
9213,D31,Traffic Violation,Other,20
9214,D31,Other,Other,115
9215,D31,Other,Other,27
9216,D31,Other,Other,1
9217,D31,Other,Other,146
9218,D31,Other,Other,44
9219,D31,Other,Other,249
9220,D32,Property Offense,Break & Enter,1
9221,D32,Personal Offense,Robbery,2
9222,D32,Property Offense,Theft,4
9223,D31,Other,Other,1
9224,D31,Other,Other,4
9225,D31,Other,Other,97
9226,D31,Other,Other,9
9227,D31,Other,Other,2
9228,D31,Other,Other,129
9229,D31,Other,Other,37
9230,D31,Other,Other,14
9231,D31,Other,Other,56
9232,D31,Other,Other,20
9233,D31,Other,Other,12
9234,D31,Other,Other,1
9235,D31,Other,Other,33
9236,D31,Other,Other,4
9237,D31,Other,Other,40
9238,D31,Other,Other,7
9239,D31,Other,Other,2
9240,D31,Other,Other,10
9241,D31,Other,Other,3
9242,D31,Other,Other,5
9243,D31,Other,Other,1
9244,D31,Other,Other,6
9245,D31,Other,Other,1
9246,D31,Other,Other,5
9247,D32,Controlled Substances,Other,4
9248,D32,Controlled Substances,Other,1
9249,D32,Controlled Substances,Other,6
9250,D32,Controlled Substances,Other,1
9251,D32,Controlled Substances,Other,12
9252,D32,Controlled Substances,Other,6
9253,D32,Controlled Substances,Other,6
9254,D32,Property Offense,Fraud,51
9255,D32,Controlled Substances,Other,6
9256,D32,Personal Offense,Attempt Murder,1
9257,D32,Personal Offense,Attempt Murder,1
9258,D32,Property Offense,Theft,6
9259,D32,Personal Offense,Robbery,10
9260,D32,Property Offense,Fraud,19
9261,D32,Property Offense,Break & Enter,3
9262,D32,Personal Offense,Attempt Murder,2
9263,D32,Controlled Substances,Other,7
9264,D32,Property Offense,Theft,15
9265,D32,Personal Offense,Sexual Violation,10
9266,D32,Property Offense,Fraud,42
9267,D32,Property Offense,Break & Enter,14
9268,D32,Property Offense,Break & Enter,1
9269,D32,Property Offense,Break & Enter,7
9270,D32,Property Offense,Break & Enter,6
9271,D32,Property Offense,Break & Enter,3
9272,D32,Property Offense,Break & Enter,4
9273,D32,Property Offense,Break & Enter,3
9274,D32,Property Offense,Break & Enter,10
9275,D32,Property Offense,Break & Enter,1
9276,D32,Property Offense,Break & Enter,2
9277,D32,Property Offense,Break & Enter,8
9278,D32,Property Offense,Break & Enter,3
9279,D32,Property Offense,Break & Enter,5
9280,D32,Property Offense,Break & Enter,39
9281,D32,Property Offense,Break & Enter,24
9282,D32,Property Offense,Break & Enter,3
9283,D32,Property Offense,Break & Enter,28
9284,D32,Property Offense,Break & Enter,54
9285,D32,Property Offense,Break & Enter,14
9286,D32,Property Offense,Break & Enter,26
9287,D32,Property Offense,Break & Enter,6
9288,D32,Property Offense,Break & Enter,45
9289,D32,Property Offense,Break & Enter,16
9290,D32,Property Offense,Break & Enter,35
9291,D32,Property Offense,Break & Enter,16
9292,D32,Property Offense,Break & Enter,34
9293,D32,Property Offense,Break & Enter,31
9294,D32,Property Offense,Break & Enter,25
9295,D32,Property Offense,Break & Enter,9
9296,D32,Property Offense,Break & Enter,27
9297,D32,Property Offense,Break & Enter,1
9298,D32,Property Offense,Break & Enter,4
9299,D32,Property Offense,Break & Enter,1
9300,D32,Property Offense,Break & Enter,4
9301,D32,Property Offense,Break & Enter,1
9302,D32,Property Offense,Break & Enter,6
9303,D32,Property Offense,Break & Enter,1
9304,D32,Property Offense,Break & Enter,1
9305,D32,Property Offense,Break & Enter,2
9306,D32,Property Offense,Break & Enter,1
9307,D32,Property Offense,Break & Enter,1
9308,D32,Property Offense,Break & Enter,5
9309,D32,Property Offense,Break & Enter,2
9310,D32,Property Offense,Break & Enter,3
9311,D32,Property Offense,Fraud,32
9312,D32,Property Offense,Fraud,50
9313,D32,Property Offense,Fraud,34
9314,D32,Property Offense,Fraud,6
9315,D32,Controlled Substances,Other,1
9316,D32,Personal Offense,Sexual Violation,3
9317,D32,Property Offense,Theft,22
9318,D32,Controlled Substances,Other,2
9319,D32,Property Offense,Fraud,37
9320,D32,Personal Offense,Attempt Murder,1
9321,D32,Personal Offense,Sexual Violation,5
9322,D32,Property Offense,Theft,107
9323,D32,Personal Offense,Attempt Murder,1
9324,D32,Property Offense,Fraud,47
9325,D32,Personal Offense,Sexual Violation,15
9326,D32,Controlled Substances,Other,6
9327,D32,Property Offense,Theft,76
9328,D32,Personal Offense,Other,15
9329,D32,Property Offense,Fraud,29
9330,D32,Personal Offense,Sexual Violation,1
9331,D32,Controlled Substances,Other,8
9332,D32,Property Offense,Theft,1
9333,D32,Personal Offense,Other,17
9334,D32,Property Offense,Fraud,4
9335,D32,Personal Offense,Sexual Violation,7
9336,D32,Controlled Substances,Other,1
9337,D32,Property Offense,Theft,2
9338,D32,Personal Offense,Other,1
9339,D32,Property Offense,Fraud,39
9340,D32,Personal Offense,Sexual Violation,4
9341,D32,Controlled Substances,Other,9
9342,D32,Property Offense,Theft,121
9343,D32,Personal Offense,Other,12
9344,D32,Property Offense,Fraud,56
9345,D32,Personal Offense,Sexual Violation,12
9346,D32,Controlled Substances,Other,6
9347,D32,Property Offense,Theft,17
9348,D32,Personal Offense,Other,3
9349,D32,Property Offense,Fraud,21
9350,D32,Personal Offense,Sexual Violation,7
9351,D32,Controlled Substances,Other,9
9352,D32,Property Offense,Theft,255
9353,D32,Personal Offense,Other,25
9354,D32,Property Offense,Fraud,57
9355,D32,Personal Offense,Sexual Violation,8
9356,D32,Controlled Substances,Other,10
9357,D32,Property Offense,Theft,60
9358,D32,Personal Offense,Other,11
9359,D32,Property Offense,Fraud,71
9360,D32,Property Offense,Fraud,63
9361,D32,Property Offense,Fraud,74
9362,D32,Property Offense,Fraud,110
9363,D32,Property Offense,Other,30
9364,D32,Property Offense,Other,49
9365,D32,Property Offense,Other,1
9366,D32,Property Offense,Other,2
9367,D32,Property Offense,Other,58
9368,D32,Property Offense,Other,9
9369,D32,Property Offense,Other,65
9370,D32,Property Offense,Other,28
9371,D32,Property Offense,Other,45
9372,D32,Property Offense,Other,55
9373,D32,Property Offense,Other,70
9374,D32,Property Offense,Other,29
9375,D32,Property Offense,Other,3
9376,D32,Property Offense,Other,57
9377,D32,Property Offense,Other,80
9378,D32,Property Offense,Other,22
9379,D32,Property Offense,Other,45
9380,D32,Property Offense,Other,51
9381,D32,Property Offense,Other,59
9382,D32,Property Offense,Other,41
9383,D32,Property Offense,Other,369
9384,D32,Property Offense,Theft,6
9385,D32,Property Offense,Theft,4
9386,D32,Property Offense,Theft,9
9387,D32,Property Offense,Theft,2
9388,D32,Property Offense,Theft,6
9389,D32,Property Offense,Theft,1
9390,D32,Property Offense,Theft,4
9391,D32,Property Offense,Theft,5
9392,D32,Property Offense,Theft,4
9393,D32,Property Offense,Theft,3
9394,D32,Property Offense,Theft,5
9395,D32,Property Offense,Theft,6
9396,D32,Property Offense,Theft,5
9397,D32,Property Offense,Theft,7
9398,D32,Personal Offense,Other,23
9399,D32,Personal Offense,Sexual Violation,2
9400,D32,Property Offense,Theft,64
9401,D32,Personal Offense,Other,17
9402,D32,Controlled Substances,Other,29
9403,D32,Personal Offense,Sexual Violation,6
9404,D32,Property Offense,Theft,168
9405,D32,Personal Offense,Other,21
9406,D32,Property Offense,Theft,7
9407,D32,Personal Offense,Sexual Violation,12
9408,D32,Property Offense,Theft,187
9409,D32,Property Offense,Theft,25
9410,D32,Personal Offense,Other,10
9411,D32,Personal Offense,Sexual Violation,3
9412,D32,Personal Offense,Other,1
9413,D32,Property Offense,Theft,14
9414,D32,Personal Offense,Sexual Violation,13
9415,D32,Personal Offense,Other,19
9416,D32,Property Offense,Theft,61
9417,D32,Property Offense,Theft,7
9418,D32,Personal Offense,Sexual Violation,16
9419,D32,Personal Offense,Other,44
9420,D32,Property Offense,Theft,4
9421,D32,Property Offense,Theft,54
9422,D32,Personal Offense,Sexual Violation,1
9423,D32,Personal Offense,Other,16
9424,D32,Property Offense,Theft,128
9425,D32,Property Offense,Theft,10
9426,D32,Personal Offense,Sexual Violation,10
9427,D32,Personal Offense,Other,41
9428,D32,Property Offense,Theft,231
9429,D32,Property Offense,Theft,33
9430,D32,Personal Offense,Sexual Violation,1
9431,D32,Personal Offense,Other,26
9432,D32,Property Offense,Theft,1
9433,D32,Property Offense,Theft,12
9434,D32,Personal Offense,Sexual Violation,20
9435,D32,Personal Offense,Other,17
9436,D32,Property Offense,Theft,53
9437,D32,Property Offense,Theft,28
9438,D32,Traffic Violation,Other,5
9439,D32,Personal Offense,Other,19
9440,D32,Property Offense,Theft,94
9441,D32,Property Offense,Theft,14
9442,D32,Traffic Violation,Other,10
9443,D32,Personal Offense,Other,41
9444,D32,Property Offense,Theft,144
9445,D32,Property Offense,Theft,1
9446,D32,Traffic Violation,Other,1
9447,D32,Personal Offense,Robbery,1
9448,D32,Property Offense,Theft,290
9449,D32,Property Offense,Theft,1
9450,D32,Traffic Violation,Other,10
9451,D32,Personal Offense,Robbery,1
9452,D32,Property Offense,Theft,370
9453,D32,Property Offense,Theft,931
9454,D32,Personal Offense,Assault,41
9455,D32,Personal Offense,Assault,58
9456,D32,Personal Offense,Assault,30
9457,D32,Personal Offense,Assault,8
9458,D32,Personal Offense,Assault,55
9459,D32,Personal Offense,Assault,46
9460,D32,Personal Offense,Assault,44
9461,D32,Personal Offense,Assault,96
9462,D32,Personal Offense,Assault,57
9463,D32,Personal Offense,Assault,22
9464,D32,Personal Offense,Assault,5
9465,D32,Personal Offense,Assault,78
9466,D32,Personal Offense,Assault,123
9467,D32,Personal Offense,Assault,1
9468,D32,Personal Offense,Assault,24
9469,D32,Personal Offense,Assault,100
9470,D32,Personal Offense,Assault,91
9471,D32,Personal Offense,Assault,64
9472,D32,Personal Offense,Assault,57
9473,D32,Personal Offense,Assault,112
9474,D32,Personal Offense,Attempt Murder,2
9475,D32,Personal Offense,Attempt Murder,4
9476,D32,Personal Offense,Attempt Murder,1
9477,D32,Personal Offense,Attempt Murder,3
9478,D32,Personal Offense,Robbery,1
9479,D32,Personal Offense,Robbery,4
9480,D32,Personal Offense,Robbery,1
9481,D32,Personal Offense,Robbery,1
9482,D32,Personal Offense,Robbery,3
9483,D32,Personal Offense,Robbery,1
9484,D32,Personal Offense,Robbery,1
9485,D32,Personal Offense,Robbery,3
9486,D32,Personal Offense,Robbery,11
9487,D32,Personal Offense,Robbery,1
9488,D32,Personal Offense,Robbery,12
9489,D32,Personal Offense,Robbery,5
9490,D32,Personal Offense,Robbery,2
9491,D32,Personal Offense,Robbery,14
9492,D32,Personal Offense,Robbery,30
9493,D32,Personal Offense,Robbery,5
9494,D32,Personal Offense,Robbery,3
9495,D32,Personal Offense,Robbery,9
9496,D32,Personal Offense,Robbery,16
9497,D32,Personal Offense,Robbery,5
9498,D32,Personal Offense,Robbery,9
9499,D32,Personal Offense,Robbery,7
9500,D32,Personal Offense,Robbery,22
9501,D32,Traffic Violation,Other,4
9502,D32,Property Offense,Theft,4
9503,D32,Traffic Violation,Other,11
9504,D32,Traffic Violation,Other,5
9505,D32,Traffic Violation,Other,2
9506,D32,Traffic Violation,Other,7
9507,D32,Traffic Violation,Other,6
9508,D32,Traffic Violation,Other,2
9509,D32,Traffic Violation,Other,1
9510,D32,Traffic Violation,Other,14
9511,D32,Traffic Violation,Other,7
9512,D32,Traffic Violation,Other,5
9513,D32,Traffic Violation,Other,5
9514,D32,Traffic Violation,Other,6
9515,D32,Traffic Violation,Other,9
9516,D32,Traffic Violation,Other,5
9517,D32,Traffic Violation,Other,13
9518,D32,Other,Other,12
9519,D32,Other,Other,17
9520,D32,Other,Other,2
9521,D32,Other,Other,1
9522,D32,Other,Other,9
9523,D32,Other,Other,1
9524,D32,Other,Other,49
9525,D32,Other,Other,12
